,lead,phase2,phase3,closed
3049,2015-11-29,2016-01-14,2016-02-20,2016-02-20
3050,2015-11-30,,,
3051,2015-12-02,2016-01-06,2016-01-06,2016-01-06
3052,2015-12-03,2016-01-09,2016-01-10,2016-01-10
3053,2015-12-04,2016-01-18,2016-03-04,2016-03-23
3054,2015-12-06,2016-01-17,2016-01-17,2016-01-17
3055,2015-12-07,2015-12-14,2016-01-08,2016-01-08
3056,2015-12-08,2016-01-11,2016-02-15,2016-02-15
3057,2015-12-09,,,
3058,2015-12-10,2016-01-06,2016-01-20,2016-01-27
3059,2015-12-11,2016-01-29,2016-03-02,2016-03-02
3060,2015-12-12,2016-01-04,2016-01-04,2016-01-04
3061,2015-12-13,,,
3062,2015-12-14,,,
3063,2015-12-15,2016-01-09,2016-01-09,2016-01-09
3064,2015-12-16,2015-12-20,2015-12-27,2015-12-27
3065,2015-12-17,2016-01-16,2016-02-16,2016-03-15
3066,2015-12-18,2016-02-07,2016-02-10,2016-02-10
3067,2015-12-19,2016-02-10,2016-03-10,2016-03-10
3068,2015-12-20,2016-02-17,2016-03-19,2016-03-19
3069,2015-12-22,2015-12-23,2016-01-11,2016-01-24
3070,2015-12-23,,,
3071,2015-12-25,,,
3072,2015-12-26,2015-12-27,2016-01-09,2016-01-09
3073,2015-12-27,,,
3074,2015-12-29,2016-02-04,2016-02-14,2016-02-14
3075,2015-12-30,,,
3076,2016-01-01,,,
3077,2016-01-02,2016-02-03,2016-02-15,2016-02-15
3078,2016-01-03,2016-02-09,2016-03-06,2016-03-06
3079,2016-01-04,2016-01-11,2016-01-26,2016-02-17
3080,2016-01-05,2016-02-02,2016-02-22,2016-03-08
3081,2016-01-06,,,
3082,2016-01-07,2016-02-09,2016-02-21,2016-02-21
3083,2016-01-08,2016-02-19,2016-03-04,2016-03-15
3084,2016-01-10,,,
3085,2016-01-11,,,
3086,2016-01-12,,,
3087,2016-01-13,2016-02-21,2016-03-04,2016-03-04
3088,2016-01-14,2016-02-03,2016-02-07,2016-02-07
3089,2016-01-16,,,
3090,2016-01-17,,,
3091,2016-01-18,,,
3092,2016-01-19,2016-03-29,2016-05-04,2016-05-04
3093,2016-01-20,2016-01-22,2016-02-20,2016-03-13
3094,2016-01-22,,,
3095,2016-01-23,,,
3096,2016-01-24,,,
3097,2016-01-25,2016-02-07,2016-02-07,2016-02-07
3098,2016-01-26,,,
3099,2016-01-27,2016-02-06,2016-03-11,2016-03-11
3100,2016-01-28,,,
3101,2016-01-29,,,
3102,2016-01-31,2016-03-20,2016-03-20,2016-03-20
3103,2016-02-01,2016-02-29,2016-02-29,2016-02-29
3104,2016-02-02,,,
3105,2016-02-05,2016-03-05,2016-03-25,2016-03-31
3106,2016-02-07,2016-03-07,2016-03-28,2016-03-28
3107,2016-02-08,2016-04-05,2016-05-09,2016-05-28
3108,2016-02-09,2016-03-13,2016-04-01,2016-04-01
3109,2016-02-14,,,
3110,2016-02-16,2016-03-14,2016-03-20,2016-03-20
3111,2016-02-17,2016-03-24,2016-04-18,2016-05-12
3112,2016-02-18,2016-03-07,2016-04-01,2016-04-17
3113,2016-02-19,,,
3114,2016-02-20,2016-03-14,2016-04-13,2016-04-13
3115,2016-02-22,2016-03-09,2016-03-30,2016-04-02
3116,2016-02-23,2016-03-16,2016-04-19,2016-04-19
3117,2016-02-24,2016-04-29,2016-05-26,2016-05-26
3118,2016-02-25,2016-04-04,2016-04-24,2016-04-24
3119,2016-02-26,2016-03-27,2016-03-27,2016-03-27
3120,2016-02-27,2016-04-10,2016-05-14,2016-06-03
3121,2016-02-29,2016-04-24,2016-06-07,
3122,2016-03-02,2016-04-30,2016-05-23,2016-05-29
3123,2016-03-03,2016-04-25,2016-06-05,2016-06-12
3124,2016-03-05,2016-03-13,2016-04-16,2016-04-16
3125,2016-03-06,,,
3126,2016-03-07,2016-04-29,2016-06-08,
3127,2016-03-09,2016-04-25,2016-05-17,2016-05-25
3128,2016-03-10,,,
3129,2016-03-11,,,
3130,2016-03-14,,,
3131,2016-03-15,2016-04-24,2016-05-14,2016-05-14
3132,2016-03-16,,,
3133,2016-03-17,,,
3134,2016-03-18,2016-04-28,,
3135,2016-03-19,2016-04-14,2016-05-09,2016-05-09
3136,2016-03-21,2016-04-01,2016-05-12,2016-05-28
3137,2016-03-23,,,
3138,2016-03-24,,,
3139,2016-03-25,2016-05-06,2016-05-31,2016-05-31
3140,2016-03-26,2016-05-05,2016-05-30,2016-06-04
3141,2016-03-27,,,
3142,2016-03-28,2016-05-14,2016-06-03,2016-06-13
3143,2016-03-29,2016-04-04,2016-05-04,2016-05-29
3144,2016-03-31,2016-05-16,2016-05-16,2016-05-16
3145,2016-04-02,,,
3146,2016-04-03,,,
3147,2016-04-04,2016-05-16,,
3148,2016-04-05,,,
3149,2016-04-06,2016-04-07,2016-04-23,2016-05-12
3150,2016-04-07,2016-04-27,2016-05-24,2016-05-26
3151,2016-04-08,2016-05-12,2016-06-12,2016-06-12
3152,2016-04-09,,,
3153,2016-04-10,,,
3154,2016-04-11,,,
3155,2016-04-12,,,
3156,2016-04-13,2016-05-24,,
3157,2016-04-14,2016-04-15,2016-04-17,2016-04-17
3158,2016-04-16,2016-05-23,,
3159,2016-04-17,,,
3160,2016-04-18,2016-05-16,2016-05-16,2016-05-16
3161,2016-04-19,2016-05-26,2016-05-31,2016-05-31
3162,2016-04-20,,,
3163,2016-04-21,2016-05-22,2016-05-22,2016-05-22
3164,2016-04-22,,,
3165,2016-04-23,2016-04-26,2016-06-03,2016-06-09
3166,2016-04-24,2016-05-27,,
3167,2016-04-25,2016-05-23,,
3168,2016-04-26,2016-05-31,2016-05-31,2016-05-31
3169,2016-04-27,2016-05-25,,
3170,2016-04-29,2016-05-26,,
3171,2016-04-30,2016-06-12,2016-06-12,2016-06-12
3172,2016-05-01,,,
3173,2016-05-03,2016-06-06,,
3174,2016-05-04,,,
3175,2016-05-05,2016-06-07,,
3176,2016-05-06,2016-06-11,,
3177,2016-05-07,2016-06-10,,
3178,2016-05-08,,,
3179,2016-05-09,,,
3180,2016-05-11,2016-05-22,2016-06-15,2016-06-15
3181,2016-05-12,2016-05-20,2016-06-13,2016-06-13
3182,2016-05-13,2016-06-14,,
3183,2016-05-14,,,
3184,2016-05-15,,,
3185,2016-05-16,,,
3186,2016-05-19,,,
3187,2016-05-20,,,
3188,2016-05-21,2016-06-11,,
3189,2016-05-22,,,
3190,2016-05-23,,,
3191,2016-05-24,,,
3192,2016-05-25,2016-06-04,,
3193,2016-05-26,,,
3194,2016-05-27,,,
3195,2016-05-28,,,
3196,2016-05-29,,,
3197,2016-05-31,,,
3198,2016-06-01,,,
3199,2016-06-02,,,
3200,2016-06-04,,,
3201,2016-06-05,2016-06-08,,
3202,2016-06-06,,,
3203,2016-06-07,,,
3204,2016-06-09,,,
3205,2016-06-10,,,
3206,2016-06-11,,,
3207,2016-06-12,,,
3208,2016-06-14,,,
3209,2016-06-15,,,
3210,2015-06-17,,,
3211,2015-06-18,,,
3212,2015-06-19,2015-07-31,2015-08-15,2015-08-15
3213,2015-06-20,2015-08-17,2015-09-03,2015-09-03
3214,2015-06-21,2015-07-13,2015-07-31,2015-08-20
3215,2015-06-22,2015-07-04,2015-07-04,2015-07-04
3216,2015-06-23,,,
3217,2015-06-24,,,
3218,2015-06-26,,,
3219,2015-06-27,2015-08-02,2015-08-03,2015-08-03
3220,2015-06-28,,,
3221,2015-06-29,,,
3222,2015-06-30,2015-08-21,2015-08-21,2015-08-21
3223,2015-07-01,,,
3224,2015-07-03,,,
3225,2015-07-04,2015-08-08,2015-08-08,2015-08-08
3226,2015-07-05,2015-07-19,2015-08-02,2015-09-02
3227,2015-07-06,2015-08-09,2015-08-18,2015-09-17
3228,2015-07-07,,,
3229,2015-07-08,,,
3230,2015-07-10,2015-08-15,2015-09-24,2015-09-24
3231,2015-07-11,2015-08-23,2015-09-06,2015-09-06
3232,2015-07-12,2015-08-10,2015-08-25,2015-08-25
3233,2015-07-13,,,
3234,2015-07-15,2015-08-27,2015-09-09,2015-09-26
3235,2015-07-16,2015-08-18,2015-08-18,2015-08-18
3236,2015-07-17,2015-09-03,2015-09-03,2015-09-03
3237,2015-07-18,2015-08-17,2015-09-06,2015-09-06
3238,2015-07-20,2015-09-08,2015-09-28,2015-09-29
3239,2015-07-21,2015-08-14,2015-08-31,2015-08-31
3240,2015-07-22,,,
3241,2015-07-23,,,
3242,2015-07-24,2015-08-30,2015-08-30,2015-08-30
3243,2015-07-25,,,
3244,2015-07-26,,,
3245,2015-07-27,,,
3246,2015-07-28,2015-09-08,2015-09-29,2015-10-24
3247,2015-07-30,2015-08-26,2015-08-26,2015-08-26
3248,2015-07-31,2015-08-13,2015-08-22,2015-08-22
3249,2015-08-01,,,
3250,2015-08-02,,,
3251,2015-08-03,2015-09-24,2015-10-13,2015-10-13
3252,2015-08-04,2015-08-24,2015-09-11,2015-09-28
3253,2015-08-06,2015-09-05,2015-10-07,2015-10-07
3254,2015-08-07,,,
3255,2015-08-08,,,
3256,2015-08-09,,,
3257,2015-08-10,2015-10-10,2015-11-09,2015-11-09
3258,2015-08-11,,,
3259,2015-08-13,,,
3260,2015-08-15,2015-09-06,2015-09-06,2015-09-06
3261,2015-08-16,,,
3262,2015-08-17,2015-10-01,2015-10-20,2015-11-04
3263,2015-08-18,,,
3264,2015-08-19,2015-09-13,2015-10-16,2015-11-01
3265,2015-08-20,2015-09-21,2015-10-07,2015-10-17
3266,2015-08-21,,,
3267,2015-08-22,2015-10-09,2015-10-30,2015-10-30
3268,2015-08-25,2015-10-05,2015-10-05,2015-10-05
3269,2015-08-26,,,
3270,2015-08-27,2015-10-09,2015-10-09,2015-10-09
3271,2015-08-28,2015-10-02,2015-10-14,2015-10-16
3272,2015-08-29,2015-10-15,2015-10-17,2015-10-17
3273,2015-08-30,,,
3274,2015-08-31,,,
3275,2015-09-01,2015-10-23,2015-10-24,2015-10-24
3276,2015-09-02,2015-09-12,2015-09-12,2015-09-12
3277,2015-09-03,2015-10-22,2015-10-28,2015-10-28
3278,2015-09-04,2015-10-10,2015-10-18,2015-10-30
3279,2015-09-05,2015-10-08,2015-11-11,2015-11-22
3280,2015-09-06,2015-10-18,2015-11-07,2015-11-07
3281,2015-09-08,2015-10-24,2015-10-31,2015-11-15
3282,2015-09-09,2015-09-26,2015-09-26,2015-09-26
3283,2015-09-12,2015-10-17,2015-11-09,2015-11-17
3284,2015-09-13,2015-10-18,2015-10-18,2015-10-18
3285,2015-09-15,,,
3286,2015-09-16,2015-11-01,2015-11-30,2015-11-30
3287,2015-09-17,2015-10-16,2015-10-16,2015-10-16
3288,2015-09-18,,,
3289,2015-09-19,2015-11-13,2015-12-02,2015-12-02
3290,2015-09-21,,,
3291,2015-09-22,,,
3292,2015-09-23,,,
3293,2015-09-24,,,
3294,2015-09-25,,,
3295,2015-09-26,,,
3296,2015-09-28,2015-10-30,2015-11-15,2015-11-15
3297,2015-09-29,,,
3298,2015-10-02,2015-11-04,2015-12-05,2015-12-23
3299,2015-10-03,,,
3300,2015-10-05,2015-11-12,2015-12-14,2015-12-14
3301,2015-10-07,,,
3302,2015-10-08,2015-12-03,2015-12-26,2015-12-26
3303,2015-10-09,,,
3304,2015-10-10,,,
3305,2015-10-11,2015-11-24,2015-12-07,2015-12-13
3306,2015-10-13,2015-10-31,2015-11-04,2015-11-04
3307,2015-10-14,,,
3308,2015-10-15,,,
3309,2015-10-16,2015-11-17,2015-11-17,2015-11-17
3310,2015-10-17,,,
3311,2015-10-18,2015-12-01,2015-12-23,2015-12-23
3312,2015-10-20,2015-11-23,2015-11-29,2015-12-17
3313,2015-10-21,2015-11-13,2015-11-30,2015-12-20
3314,2015-10-22,2015-11-23,2015-12-09,2015-12-09
3315,2015-10-23,2015-12-03,2015-12-24,2016-01-04
3316,2015-10-24,,,
3317,2015-10-25,,,
3318,2015-10-26,,,
3319,2015-10-27,2015-12-31,2016-01-22,2016-01-22
3320,2015-10-29,2015-12-24,2016-01-06,2016-01-06
3321,2015-10-30,2015-11-03,2015-11-29,2015-12-16
3322,2015-10-31,2015-11-19,2015-12-16,2016-01-05
3323,2015-11-01,2015-12-02,2015-12-22,2015-12-22
3324,2015-11-02,2015-11-26,2015-11-26,2015-11-26
3325,2015-11-03,2015-11-19,2015-12-29,2016-01-16
3326,2015-11-04,2016-01-04,2016-01-06,2016-01-06
3327,2015-11-05,2015-12-21,2016-01-19,2016-01-19
3328,2015-11-06,2015-12-02,2015-12-28,2016-01-14
3329,2015-11-08,2016-01-09,2016-01-20,2016-01-20
3330,2015-11-09,,,
3331,2015-11-10,2015-12-07,2015-12-27,2016-01-02
3332,2015-11-11,2015-11-25,2015-12-08,2015-12-08
3333,2015-11-12,2015-12-24,2016-01-21,2016-01-21
3334,2015-11-13,2015-12-20,2016-01-27,2016-02-09
3335,2015-11-16,2016-01-02,2016-02-06,2016-02-15
3336,2015-11-17,,,
3337,2015-11-18,,,
3338,2015-11-19,2015-12-25,2016-01-03,2016-01-09
3339,2015-11-20,2015-12-26,2016-02-01,2016-02-01
3340,2015-11-21,2015-12-23,2015-12-28,2016-01-23
3341,2015-11-23,2016-01-05,2016-01-19,2016-02-14
3342,2015-11-24,,,
3343,2015-11-25,2016-01-21,2016-02-13,2016-02-13
3344,2015-11-27,,,
3345,2015-11-29,2016-01-22,2016-01-31,2016-02-28
3346,2015-11-30,2015-12-20,2015-12-24,2016-01-03
3347,2015-12-01,,,
3348,2015-12-02,2016-01-04,2016-01-20,2016-01-20
3349,2015-12-03,,,
3350,2015-12-05,,,
3351,2015-12-06,2016-01-12,2016-02-10,2016-02-10
3352,2015-12-07,2016-01-24,2016-01-24,2016-01-24
3353,2015-12-08,2016-01-26,2016-02-05,2016-02-05
3354,2015-12-10,,,
3355,2015-12-11,2016-02-02,2016-03-03,2016-03-03
3356,2015-12-12,2015-12-31,2016-01-31,2016-01-31
3357,2015-12-13,2016-02-15,2016-03-12,2016-03-12
3358,2015-12-14,2016-01-25,2016-02-09,2016-02-09
3359,2015-12-16,,,
3360,2015-12-17,,,
3361,2015-12-18,2016-01-17,2016-02-08,2016-02-08
3362,2015-12-19,,,
3363,2015-12-20,2016-02-11,2016-02-21,2016-02-21
3364,2015-12-21,,,
3365,2015-12-22,2016-02-09,2016-02-29,2016-03-07
3366,2015-12-24,2016-02-03,2016-02-18,2016-02-18
3367,2015-12-25,2016-01-17,2016-01-21,2016-01-25
3368,2015-12-26,2016-02-15,2016-02-29,2016-02-29
3369,2015-12-27,2016-01-13,2016-02-17,2016-02-17
3370,2015-12-29,,,
3371,2015-12-30,,,
3372,2015-12-31,,,
3373,2016-01-01,,,
3374,2016-01-02,2016-01-15,2016-01-27,2016-01-27
3375,2016-01-04,,,
3376,2016-01-05,2016-02-08,2016-02-29,2016-03-13
3377,2016-01-07,,,
3378,2016-01-08,2016-03-02,2016-03-30,2016-03-30
3379,2016-01-09,2016-02-15,2016-03-07,2016-03-07
3380,2016-01-11,,,
3381,2016-01-12,,,
3382,2016-01-14,2016-02-09,2016-02-29,2016-03-20
3383,2016-01-15,2016-02-24,2016-03-03,2016-03-03
3384,2016-01-16,2016-02-04,2016-03-02,2016-03-02
3385,2016-01-18,2016-02-25,2016-03-16,2016-04-01
3386,2016-01-19,,,
3387,2016-01-20,2016-03-15,2016-04-14,2016-04-14
3388,2016-01-21,2016-02-09,2016-03-02,2016-03-18
3389,2016-01-22,2016-03-10,2016-04-11,2016-04-11
3390,2016-01-23,2016-02-13,2016-03-04,2016-03-24
3391,2016-01-24,2016-02-26,2016-03-13,2016-03-13
3392,2016-01-25,2016-03-09,2016-04-01,2016-04-01
3393,2016-01-26,2016-03-01,2016-03-01,2016-03-01
3394,2016-01-27,2016-03-21,2016-04-08,2016-04-08
3395,2016-01-29,,,
3396,2016-01-31,,,
3397,2016-02-01,2016-03-21,2016-04-03,2016-04-03
3398,2016-02-03,2016-03-07,2016-04-13,2016-05-02
3399,2016-02-04,2016-03-14,2016-03-29,2016-04-03
3400,2016-02-05,,,
3401,2016-02-06,,,
3402,2016-02-07,2016-03-10,2016-03-10,2016-03-10
3403,2016-02-08,,,
3404,2016-02-09,2016-03-15,2016-03-23,2016-03-23
3405,2016-02-10,2016-02-25,2016-04-07,2016-04-07
3406,2016-02-11,2016-03-09,2016-04-08,2016-04-08
3407,2016-02-14,2016-04-06,2016-04-06,2016-04-06
3408,2016-02-15,2016-02-29,2016-03-19,2016-04-01
3409,2016-02-16,,,
3410,2016-02-18,2016-02-29,2016-04-07,2016-04-21
3411,2016-02-19,2016-03-29,2016-04-21,2016-04-21
3412,2016-02-20,2016-03-26,2016-04-16,2016-04-16
3413,2016-02-21,2016-03-15,2016-04-29,2016-05-12
3414,2016-02-23,2016-04-08,2016-05-31,2016-06-15
3415,2016-02-25,2016-04-07,2016-04-23,2016-05-01
3416,2016-02-26,,,
3417,2016-02-27,2016-04-09,2016-04-09,2016-04-09
3418,2016-02-28,2016-02-29,2016-02-29,2016-02-29
3419,2016-02-29,2016-03-19,2016-04-13,2016-04-13
3420,2016-03-01,2016-03-14,2016-03-18,2016-03-18
3421,2016-03-03,2016-05-13,,
3422,2016-03-04,2016-04-08,2016-05-02,2016-05-02
3423,2016-03-05,2016-04-07,2016-04-18,2016-04-18
3424,2016-03-06,2016-03-30,2016-04-16,2016-05-05
3425,2016-03-07,2016-04-21,2016-05-28,2016-05-28
3426,2016-03-08,2016-03-28,2016-03-28,2016-03-28
3427,2016-03-09,,,
3428,2016-03-10,2016-04-13,2016-05-05,2016-05-13
3429,2016-03-11,,,
3430,2016-03-12,2016-04-01,2016-05-05,2016-05-30
3431,2016-03-13,2016-03-14,2016-04-13,2016-04-13
3432,2016-03-14,2016-04-02,2016-04-02,2016-04-02
3433,2016-03-15,2016-04-02,2016-04-02,2016-04-02
3434,2016-03-17,,,
3435,2016-03-18,2016-04-16,2016-05-12,2016-05-12
3436,2016-03-19,2016-04-04,2016-04-04,2016-04-04
3437,2016-03-20,2016-04-21,2016-05-18,2016-05-18
3438,2016-03-21,2016-04-21,2016-05-29,2016-05-29
3439,2016-03-22,,,
3440,2016-03-24,,,
3441,2016-03-25,2016-04-16,2016-05-14,2016-05-14
3442,2016-03-27,2016-05-06,2016-06-08,
3443,2016-03-28,2016-03-29,2016-05-12,2016-05-12
3444,2016-03-29,2016-04-22,2016-06-06,2016-06-06
3445,2016-03-30,2016-05-02,2016-05-16,2016-05-17
3446,2016-03-31,,,
3447,2016-04-01,2016-06-06,,
3448,2016-04-02,,,
3449,2016-04-03,2016-04-14,2016-05-13,2016-05-13
3450,2016-04-05,2016-05-23,,
3451,2016-04-06,,,
3452,2016-04-07,2016-05-18,2016-05-18,2016-05-18
3453,2016-04-08,,,
3454,2016-04-09,,,
3455,2016-04-10,2016-05-08,2016-05-30,2016-05-30
3456,2016-04-11,,,
3457,2016-04-12,2016-06-06,2016-06-06,2016-06-06
3458,2016-04-13,2016-05-12,2016-05-12,2016-05-12
3459,2016-04-14,,,
3460,2016-04-15,2016-06-03,,
3461,2016-04-16,,,
3462,2016-04-17,,,
3463,2016-04-19,2016-05-31,2016-06-15,
3464,2016-04-20,,,
3465,2016-04-21,,,
3466,2016-04-22,2016-05-22,2016-06-10,2016-06-10
3467,2016-04-23,2016-06-08,,
3468,2016-04-24,2016-06-08,,
3469,2016-04-27,2016-05-19,2016-05-19,2016-05-19
3470,2016-04-28,2016-05-26,,
3471,2016-04-29,,,
3472,2016-05-01,,,
3473,2016-05-02,2016-05-30,2016-05-30,2016-05-30
3474,2016-05-03,,,
3475,2016-05-04,,,
3476,2016-05-05,,,
3477,2016-05-06,,,
3478,2016-05-07,,,
3479,2016-05-08,2016-05-24,2016-05-24,2016-05-24
3480,2016-05-09,,,
3481,2016-05-10,2016-05-19,2016-05-19,2016-05-19
3482,2016-05-12,2016-05-27,,
3483,2016-05-14,,,
3484,2016-05-15,,,
3485,2016-05-16,2016-06-14,,
3486,2016-05-17,,,
3487,2016-05-18,2016-06-13,,
3488,2016-05-19,,,
3489,2016-05-20,,,
3490,2016-05-23,2016-06-03,2016-06-04,
3491,2016-05-24,,,
3492,2016-05-25,2016-05-27,,
3493,2016-05-26,,,
3494,2016-05-27,,,
3495,2016-05-28,,,
3496,2016-05-29,,,
3497,2016-05-30,,,
3498,2016-05-31,,,
3499,2016-06-01,,,
3500,2016-06-02,,,
3501,2016-06-03,,,
3502,2016-06-04,,,
3503,2016-06-05,,,
3504,2016-06-07,,,
3505,2016-06-08,,,
3506,2016-06-09,,,
3507,2016-06-10,,,
3508,2016-06-12,,,
3509,2016-06-13,,,
3510,2016-06-14,,,
3511,2016-06-15,,,
3512,2015-06-17,2015-07-20,2015-07-20,2015-07-20
3513,2015-06-18,2015-07-01,2015-07-01,2015-07-01
3514,2015-06-19,,,
3515,2015-06-20,,,
3516,2015-06-21,2015-08-27,2015-08-28,2015-08-28
3517,2015-06-22,2015-07-29,2015-07-29,2015-07-29
3518,2015-06-23,2015-08-05,2015-08-31,2015-08-31
3519,2015-06-24,,,
3520,2015-06-25,2015-08-30,2015-08-30,2015-08-30
3521,2015-06-27,,,
3522,2015-06-28,2015-07-19,2015-07-19,2015-07-19
3523,2015-06-29,2015-07-31,2015-07-31,2015-07-31
3524,2015-06-30,2015-08-06,2015-08-31,2015-09-20
3525,2015-07-01,2015-08-29,2015-08-29,2015-08-29
3526,2015-07-02,2015-08-04,2015-08-16,2015-09-08
3527,2015-07-03,,,
3528,2015-07-04,2015-08-24,2015-09-23,2015-09-24
3529,2015-07-05,2015-08-18,2015-09-13,2015-10-02
3530,2015-07-06,2015-07-25,2015-07-25,2015-07-25
3531,2015-07-07,2015-09-07,2015-09-13,2015-09-27
3532,2015-07-08,,,
3533,2015-07-09,2015-08-08,2015-08-08,2015-08-08
3534,2015-07-10,,,
3535,2015-07-11,,,
3536,2015-07-12,,,
3537,2015-07-13,2015-08-20,2015-08-21,2015-08-21
3538,2015-07-14,2015-08-03,2015-08-17,2015-08-28
3539,2015-07-15,2015-08-16,2015-09-01,2015-09-01
3540,2015-07-16,2015-08-08,2015-08-08,2015-08-08
3541,2015-07-17,,,
3542,2015-07-19,2015-09-15,2015-10-09,2015-10-23
3543,2015-07-20,2015-08-31,2015-09-29,2015-10-08
3544,2015-07-21,,,
3545,2015-07-22,,,
3546,2015-07-23,,,
3547,2015-07-24,,,
3548,2015-07-26,2015-08-20,2015-09-19,2015-10-15
3549,2015-07-28,,,
3550,2015-07-29,2015-09-09,2015-09-09,2015-09-09
3551,2015-07-30,2015-09-14,2015-09-14,2015-09-14
3552,2015-07-31,,,
3553,2015-08-01,2015-10-03,2015-10-21,2015-10-22
3554,2015-08-02,2015-09-24,2015-10-11,2015-10-11
3555,2015-08-03,2015-09-10,2015-09-10,2015-09-10
3556,2015-08-05,,,
3557,2015-08-06,2015-09-15,2015-10-01,2015-10-01
3558,2015-08-07,,,
3559,2015-08-08,2015-10-05,2015-10-14,2015-10-14
3560,2015-08-09,2015-10-01,2015-10-01,2015-10-01
3561,2015-08-10,,,
3562,2015-08-14,,,
3563,2015-08-16,2015-10-07,2015-10-07,2015-10-07
3564,2015-08-17,2015-09-30,2015-10-27,2015-11-09
3565,2015-08-18,2015-10-03,2015-10-03,2015-10-03
3566,2015-08-19,2015-10-07,2015-10-20,2015-10-20
3567,2015-08-20,2015-10-01,2015-10-27,2015-11-21
3568,2015-08-21,,,
3569,2015-08-22,2015-09-15,2015-09-15,2015-09-15
3570,2015-08-23,2015-09-19,2015-10-17,2015-11-12
3571,2015-08-24,,,
3572,2015-08-25,2015-10-14,2015-10-14,2015-10-14
3573,2015-08-26,2015-09-24,2015-10-05,2015-10-16
3574,2015-08-27,2015-10-13,2015-10-13,2015-10-13
3575,2015-08-29,,,
3576,2015-08-30,,,
3577,2015-08-31,2015-10-23,2015-11-05,2015-11-18
3578,2015-09-01,,,
3579,2015-09-02,,,
3580,2015-09-03,2015-09-25,2015-09-25,2015-09-25
3581,2015-09-04,,,
3582,2015-09-05,2015-09-21,2015-10-20,2015-10-20
3583,2015-09-06,,,
3584,2015-09-07,2015-09-22,2015-10-18,2015-10-18
3585,2015-09-08,2015-10-28,2015-11-07,2015-11-28
3586,2015-09-09,2015-10-10,2015-10-10,2015-10-10
3587,2015-09-10,,,
3588,2015-09-11,2015-10-22,2015-11-10,2015-11-10
3589,2015-09-12,2015-10-19,2015-10-19,2015-10-19
3590,2015-09-13,,,
3591,2015-09-14,2015-11-06,2015-11-06,2015-11-06
3592,2015-09-15,2015-10-14,2015-11-03,2015-11-03
3593,2015-09-16,2015-10-04,2015-10-04,2015-10-04
3594,2015-09-17,2015-11-24,2015-11-24,2015-11-24
3595,2015-09-18,2015-10-09,2015-10-28,2015-11-20
3596,2015-09-20,2015-10-26,2015-11-07,2015-11-16
3597,2015-09-23,2015-11-03,2015-11-12,2015-11-12
3598,2015-09-24,2015-11-09,2015-11-21,2015-11-21
3599,2015-09-25,,,
3600,2015-09-26,2015-10-26,2015-12-04,2015-12-04
3601,2015-09-28,2015-11-20,2015-12-17,2016-01-03
3602,2015-09-29,2015-10-27,2015-11-18,2015-12-02
3603,2015-10-02,,,
3604,2015-10-03,2015-10-11,2015-10-11,2015-10-11
3605,2015-10-04,2015-11-23,2015-12-10,2015-12-11
3606,2015-10-06,2015-10-30,2015-10-30,2015-10-30
3607,2015-10-07,2015-11-12,2015-11-12,2015-11-12
3608,2015-10-09,,,
3609,2015-10-11,,,
3610,2015-10-12,2015-11-19,2015-12-11,2015-12-21
3611,2015-10-13,,,
3612,2015-10-16,2015-11-27,2015-12-19,2015-12-19
3613,2015-10-17,2015-11-08,2015-12-06,2015-12-06
3614,2015-10-18,2015-10-27,2015-11-16,2015-11-18
3615,2015-10-19,2015-11-16,2015-11-16,2015-11-16
3616,2015-10-20,,,
3617,2015-10-21,2015-11-30,2015-11-30,2015-11-30
3618,2015-10-22,,,
3619,2015-10-23,2015-12-03,2016-01-08,2016-01-08
3620,2015-10-24,2015-12-14,2015-12-30,2015-12-30
3621,2015-10-25,2015-12-22,2016-01-14,2016-01-14
3622,2015-10-26,2015-11-10,2015-12-04,2015-12-20
3623,2015-10-27,,,
3624,2015-10-29,2015-11-17,2015-11-18,2015-11-18
3625,2015-10-31,,,
3626,2015-11-01,,,
3627,2015-11-02,,,
3628,2015-11-03,2015-12-12,2015-12-12,2015-12-12
3629,2015-11-04,2015-12-13,2016-01-14,2016-01-14
3630,2015-11-05,2015-12-14,2015-12-25,2015-12-25
3631,2015-11-06,2015-11-30,2015-12-13,2015-12-13
3632,2015-11-09,,,
3633,2015-11-10,2015-12-16,2015-12-26,2015-12-26
3634,2015-11-11,,,
3635,2015-11-12,2015-11-17,2015-12-14,2015-12-15
3636,2015-11-14,2015-12-02,2015-12-14,2015-12-21
3637,2015-11-15,2015-11-24,2015-12-07,2016-01-02
3638,2015-11-16,,,
3639,2015-11-17,,,
3640,2015-11-18,,,
3641,2015-11-19,2015-12-18,2016-01-04,2016-01-04
3642,2015-11-20,,,
3643,2015-11-21,,,
3644,2015-11-22,2015-12-25,2016-01-18,2016-01-18
3645,2015-11-23,2016-01-03,2016-01-31,2016-02-12
3646,2015-11-24,2015-12-17,2015-12-26,2015-12-26
3647,2015-11-25,2016-01-26,2016-01-26,2016-01-26
3648,2015-11-27,2016-01-15,2016-01-18,2016-01-24
3649,2015-11-28,2015-12-20,2016-01-08,2016-01-08
3650,2015-11-29,,,
3651,2015-11-30,,,
3652,2015-12-01,2015-12-15,2016-01-18,2016-01-18
3653,2015-12-02,,,
3654,2015-12-03,,,
3655,2015-12-04,2016-01-12,2016-02-14,2016-02-14
3656,2015-12-05,2016-01-08,2016-01-28,2016-01-29
